sno,heading,sub-heading,link
105,Road accidents decline in first six months this year,Road accidents and accident deaths registered a decline in the city in the first six months of this year compared to the same period last year.,https://timesofindia.indiatimes.com/city/kochi/road-accidents-decline-in-first-six-months-this-year/articleshow/38110250.cms
106,Five killed in two Road accidents in Dindigul,"Five people, including a woman were killed in two different accidents that took place near Oddanchatram in Dindigul district in the early hours of Monday.",https://timesofindia.indiatimes.com/city/madurai/five-killed-in-two-road-accidents-in-dindigul/articleshow/27198797.cms
107,23 hurt in separate Road accidents,Four Road accidents took place between Sanwer and Dharampuri on Ujjain- Indore road within twelve hours between Thursday night and Friday afternoon.,https://timesofindia.indiatimes.com/city/indore/23-hurt-in-separate-road-accidents/articleshow/19520332.cms
108,MG Road accident brings Gurgaon to a halt for 2 hours,An accident near the Guru Dronacharya Metro station on MG Road brought the eastern part of the city — the one that runs parallel to the Delhi-Gurgaon expressway — to a standstill for over two hours on Thursday morning.,https://timesofindia.indiatimes.com/city/gurgaon/mg-road-accident-brings-gurgaon-to-a-halt-for-2-hours/articleshow/47822744.cms
109,Kin of man who died in Road accident to get around Rs 35 lakh,"Thane (Maha), Apr 9 () A Lok Adalat panel here today ordered a Karnataka-based transporter and an insurance company to collectively pay Rs 34.75 lakh to the family of a businessman who lost his life in a Road accident around two years back.",https://timesofindia.indiatimes.com/city/thane/kin-of-man-who-died-in-road-accident-to-get-around-rs-35-lakh/articleshow/51758285.cms
110,Six killed in two Road accidents,At least six people were killed in two separate Road accidents on Tuesday in north Gujarat region.,https://timesofindia.indiatimes.com/city/rajkot/six-killed-in-two-road-accidents/articleshow/19468780.cms
111,550 died in Road accidents in Lucknow last year,"More than 550 people died in Road accidents in the city last year, says the lates t report of National Crime Records Bureau.",https://timesofindia.indiatimes.com/city/lucknow/550-died-in-road-accidents-in-lucknow-last-year/articleshow/37730235.cms
112,"World Trauma Day: Prompt medical help can prevent 50% of Road accident deaths, experts say",he World Health Organization states that trauma is the leading cause of death and disability across the world and that 50% of Road accident deaths can be prevented with immediate pre-hospital care.,https://timesofindia.indiatimes.com/city/chennai/world-trauma-day-prompt-medical-help-can-prevent-50-of-road-accident-deaths-experts-say/articleshow/44857997.cms
113,'Road accidents caused 50.4% deaths in state',"Assam's roads have been termed 'unsafe' by a 2013 National Crime Records Bureau (NCRB) report, with the state recording the fifth-highest number of deaths caused by Road accidents in the country.",https://timesofindia.indiatimes.com/city/guwahati/road-accidents-caused-50-4-deaths-in-state/articleshow/37560712.cms
114,BJP leader from MP dies in a Road accident in Chittorgarh,A BJP leader from Madhya Pradesh was killed and two others were injured when their SUV collided with a dumper in Chittorgarh district on Saturday.,https://timesofindia.indiatimes.com/city/jaipur/bjp-leader-from-mp-dies-in-a-road-accident-in-chittorgarh/articleshow/47752896.cms
115,Three killed in separate accidents,"Three persons, including a 19-year-old college student, were killed in separate accidents across the city between Friday and Saturday.",https://timesofindia.indiatimes.com/city/pune/three-killed-in-separate-accidents/articleshow/44796738.cms
116,Brachial plexus injuries on rise with severe Road accidents,"Increasing Road accidents are resulting into brachial plexus injuries. In simple words, severe Road accidents lead to complete loss of function of hand due to paralysis which is often left undiagnosed or get neglected due to non-availability of treatment.",https://timesofindia.indiatimes.com/city/indore/brachial-plexus-injuries-on-rise-with-severe-road-accidents/articleshow/37339875.cms
117,Two youths die in separate Road accidents,Killing of a student in a road mishap led to unruly scene in Bhadohi district while in another incident a youth was killed in a Road accident in Varanasi on Wednesday.,https://timesofindia.indiatimes.com/city/varanasi/two-youths-die-in-separate-road-accidents/articleshow/26489817.cms
118,Four dead in Road accident on Yamuna Expressway,"The incident occurred at around 6am when the car rammed into the canter parked on the roadside as the victims were returning from Agra, police said.",https://timesofindia.indiatimes.com/city/noida/four-dead-in-road-accident-on-yamuna-expressway/articleshow/26409922.cms
119,Three bikers die in Road accident,Three persons died when two speeding bikes collided head on at Beleghata-Nimtola under Daspur police station area on Wednesday.,https://timesofindia.indiatimes.com/city/kolkata/three-bikers-die-in-road-accident/articleshow/19269141.cms
120,Fatal Road accidents count getting higher by the day,About 16 people die and 58 are injured every hour in India due to Road accidents .,https://timesofindia.indiatimes.com/city/bengaluru/fatal-road-accidents-count-getting-higher-by-the-day/articleshow/37091784.cms
121,Road accidents claim 3 lives,Two youths were killed after a Canter rammed into their motorcycle on the Patauadi-Bilaspur road on Wednesday afternoon.,https://timesofindia.indiatimes.com/city/gurgaon/road-accidents-claim-3-lives/articleshow/19268190.cms
122,"Tempo driver, aide die in Road accident",A tempo driver and his friend were killed when their vehicle was hit by a speeding Tata Magic near Eco Garden gates in Alambagh on Thursday night.,https://timesofindia.indiatimes.com/city/lucknow/tempo-driver-aide-die-in-road-accident/articleshow/26228289.cms
123,"7 dead, 13 injured in Anand Road accident",Seven persons including four children and two women died in a Road accident in the wee hours of Saturday on Anand-Sojitra road in Anand district.,https://timesofindia.indiatimes.com/city/vadodara/7-dead-13-injured-in-anand-road-accident/articleshow/36589536.cms
124,Instant response critical in Road accidents,"Tragedy struck the Shettys from JC Nagar last week when the head of the family, Gopal Shetty (30), and his three-year-old daughter Hamsini, were killed after a bus mowed down the moped they were riding. Gopal's wife Vanitha and younger daughter Pavani, who were riding pillion, are still undergoing treatment.",https://timesofindia.indiatimes.com/city/bengaluru/instant-response-critical-in-road-accidents/articleshow/19082251.cms
125,"95-year-old woman, two others killed in Road accidents","Three persons, including a 95-year-old woman, were killed in separate accidents in the city between Wednesday and Saturday.",https://timesofindia.indiatimes.com/city/pune/95-year-old-woman-two-others-killed-in-road-accidents/articleshow/47579442.cms
126,Six people die in Road accidents in a week in Vadodara district,Six people lost their lives in separate incidents of Road accidents in the district in a week.,https://timesofindia.indiatimes.com/city/vadodara/six-people-die-in-road-accidents-in-a-week-in-vadodara-district/articleshow/47574936.cms
127,This device tracks Road accidents,He saw his sister suffering from pain after she met with an accident and couldn’t access medical help on time. This prompted Bharath Venkatesh and his like-minded friend ER Sujay to come out with a software called the ‘Accident Tracking System’ (ATS).,https://timesofindia.indiatimes.com/city/bengaluru/this-device-tracks-road-accidents/articleshow/14224911.cms
128,Police officer killed in Road accident,"An assistant sub-inspector of police was killed in a Road accident at Pedapulipaka village near here on Sunday, police said.",https://timesofindia.indiatimes.com/city/visakhapatnam/police-officer-killed-in-road-accident/articleshow/19020996.cms
129,Man killed in Road accident near Tiruvallur,A 21-year-old man died after the bike he was riding on hit a mini truck parked on the roadside near Kadambathur in Tiruvallur district on Sunday night.,https://timesofindia.indiatimes.com/city/chennai/man-killed-in-road-accident-near-tiruvallur/articleshow/25597087.cms
130,Boy killed in Road accident,"Child dies, while parents escape with injuries while riding a bike.",https://timesofindia.indiatimes.com/city/chennai/boy-killed-in-road-accident/articleshow/14017749.cms
131,Cops get training to handle Road accident victims,"In a move to provide immediate treatment to accident victims, a first aid and cardiopulmonary resuscitation (CPR) training was organized for Thane police officials on Wednesday.",https://timesofindia.indiatimes.com/city/thane/cops-get-training-to-handle-road-accident-victims/articleshow/36164212.cms
132,Three injured in Road accident,Three people were injured near Kodambakkam early on Thursday when a private bus hit a minivan near the Dr Ambedkar statue and later ran over the median and hit a tricycle rider.,https://timesofindia.indiatimes.com/city/chennai/three-injured-in-road-accident/articleshow/13910955.cms
133,Violence in Gorakhpur after youth dies in Road accident,Violence broke out in Pipraich area of Gorakhpur on Thursday after a local youth was killed in a Road accident.,https://timesofindia.indiatimes.com/city/lucknow/violence-in-gorakhpur-after-youth-dies-in-road-accident/articleshow/36117556.cms
134,1 dies in Road accident,A man was killed and another injured when a speeding truck hit the two at Ayodhya bypass in the city on Sunday morning.,https://timesofindia.indiatimes.com/city/bhopal/1-dies-in-road-accident/articleshow/13794859.cms
135,7 injured as overloaded jeep turns turtle,Seven persons were injured in a Road accident when a jeep in which they were travelling in turned turtle at the Magatapalem Ghat road at Gaduturu panchayat in the mandal on Tuesday afternoon.,https://timesofindia.indiatimes.com/city/visakhapatnam/7-injured-as-overloaded-jeep-turns-turtle/articleshow/43290395.cms
